pokemon_id,item_name,version_name,rarity
27,quick-claw,diamond,5
27,quick-claw,pearl,5
27,quick-claw,platinum,5
27,quick-claw,heartgold,5
27,quick-claw,soulsilver,5
27,quick-claw,black,5
27,quick-claw,white,5
27,quick-claw,black-2,5
27,quick-claw,white-2,5
27,quick-claw,x,5
27,quick-claw,y,5
27,grip-claw,omega-ruby,5
27,grip-claw,alpha-sapphire,5
27,grip-claw,sun,5
27,grip-claw,moon,5
27,grip-claw,ultra-sun,5
27,grip-claw,ultra-moon,5
28,quick-claw,ruby,5
28,quick-claw,sapphire,5
28,quick-claw,emerald,5
28,quick-claw,diamond,5
28,quick-claw,pearl,5
28,quick-claw,platinum,5
28,quick-claw,heartgold,5
28,quick-claw,soulsilver,5
28,quick-claw,black,5
28,quick-claw,white,5
28,quick-claw,black-2,5
28,quick-claw,white-2,5
28,quick-claw,x,5
28,quick-claw,y,5
28,soft-sand,firered,5
28,soft-sand,leafgreen,5
28,grip-claw,omega-ruby,5
28,grip-claw,alpha-sapphire,5
28,grip-claw,sun,5
28,grip-claw,moon,5
28,grip-claw,ultra-sun,5
28,grip-claw,ultra-moon,5
35,moon-stone,ruby,5
35,moon-stone,sapphire,5
35,moon-stone,emerald,5
35,moon-stone,firered,5
35,moon-stone,leafgreen,5
35,moon-stone,diamond,5
35,moon-stone,pearl,5
35,moon-stone,platinum,5
35,moon-stone,heartgold,5
35,moon-stone,soulsilver,5
35,moon-stone,black,5
35,moon-stone,white,5
35,moon-stone,black-2,5
35,moon-stone,white-2,5
35,moon-stone,x,5
35,moon-stone,y,5
35,moon-stone,omega-ruby,5
35,moon-stone,alpha-sapphire,5
35,moon-stone,sun,5
35,moon-stone,moon,5
35,moon-stone,ultra-sun,5
35,moon-stone,ultra-moon,5
35,leppa-berry,ruby,50
35,leppa-berry,sapphire,50
35,leppa-berry,emerald,50
35,leppa-berry,diamond,50
35,leppa-berry,pearl,50
35,leppa-berry,platinum,50
35,leppa-berry,heartgold,50
35,leppa-berry,soulsilver,50
35,leppa-berry,black,50
35,leppa-berry,white,50
35,leppa-berry,black-2,50
35,leppa-berry,white-2,50
35,comet-shard,black,1
35,comet-shard,white,1
35,comet-shard,black-2,1
35,comet-shard,white-2,1
36,moon-stone,ruby,5
36,moon-stone,sapphire,5
36,moon-stone,emerald,5
36,moon-stone,firered,5
36,moon-stone,leafgreen,5
36,moon-stone,diamond,5
36,moon-stone,pearl,5
36,moon-stone,platinum,5
36,moon-stone,heartgold,5
36,moon-stone,soulsilver,5
36,moon-stone,black,5
36,moon-stone,white,5
36,moon-stone,black-2,5
36,moon-stone,white-2,5
36,moon-stone,x,5
36,moon-stone,y,5
36,moon-stone,omega-ruby,5
36,moon-stone,alpha-sapphire,5
36,moon-stone,sun,5
36,moon-stone,moon,5
36,moon-stone,ultra-sun,5
36,moon-stone,ultra-moon,5
36,leppa-berry,ruby,50
36,leppa-berry,sapphire,50
36,leppa-berry,emerald,50
36,leppa-berry,diamond,50
36,leppa-berry,pearl,50
36,leppa-berry,platinum,50
36,leppa-berry,heartgold,50
36,leppa-berry,soulsilver,50
36,leppa-berry,black,50
36,leppa-berry,white,50
36,leppa-berry,black-2,50
36,leppa-berry,white-2,50
36,comet-shard,black,1
36,comet-shard,white,1
36,comet-shard,black-2,1
36,comet-shard,white-2,1
37,rawst-berry,ruby,100
37,rawst-berry,sapphire,100
37,rawst-berry,emerald,100
37,rawst-berry,firered,50
37,rawst-berry,leafgreen,50
37,rawst-berry,diamond,100
37,rawst-berry,pearl,100
37,rawst-berry,platinum,100
37,rawst-berry,heartgold,100
37,rawst-berry,soulsilver,100
37,rawst-berry,black,100
37,rawst-berry,white,100
37,rawst-berry,black-2,100
37,rawst-berry,white-2,100
37,charcoal,omega-ruby,5
37,charcoal,alpha-sapphire,5
37,charcoal,sun,5
37,charcoal,moon,5
37,charcoal,ultra-sun,5
37,charcoal,ultra-moon,5
38,rawst-berry,ruby,100
38,rawst-berry,sapphire,100
38,rawst-berry,emerald,100
38,rawst-berry,firered,50
38,rawst-berry,leafgreen,50
38,rawst-berry,diamond,100
38,rawst-berry,pearl,100
38,rawst-berry,platinum,100
38,rawst-berry,heartgold,100
38,rawst-berry,soulsilver,100
38,rawst-berry,black,100
38,rawst-berry,white,100
38,rawst-berry,black-2,100
38,rawst-berry,white-2,100
38,charcoal,omega-ruby,5
38,charcoal,alpha-sapphire,5
38,charcoal,sun,5
38,charcoal,moon,5
38,charcoal,ultra-sun,5
38,charcoal,ultra-moon,5
39,moon-stone,sun,5
39,moon-stone,moon,5
39,moon-stone,ultra-sun,5
39,moon-stone,ultra-moon,5
39,oran-berry,firered,50
39,oran-berry,leafgreen,50
40,moon-stone,sun,5
40,moon-stone,moon,5
40,moon-stone,ultra-sun,5
40,moon-stone,ultra-moon,5
40,oran-berry,firered,50
40,oran-berry,leafgreen,50
43,absorb-bulb,omega-ruby,5
43,absorb-bulb,alpha-sapphire,5
43,absorb-bulb,sun,5
43,absorb-bulb,moon,5
43,absorb-bulb,ultra-sun,5
43,absorb-bulb,ultra-moon,5
44,absorb-bulb,omega-ruby,5
44,absorb-bulb,alpha-sapphire,5
44,absorb-bulb,sun,5
44,absorb-bulb,moon,5
44,absorb-bulb,ultra-sun,5
44,absorb-bulb,ultra-moon,5
45,absorb-bulb,omega-ruby,5
45,absorb-bulb,alpha-sapphire,5
45,absorb-bulb,sun,5
45,absorb-bulb,moon,5
45,absorb-bulb,ultra-sun,5
45,absorb-bulb,ultra-moon,5
46,tiny-mushroom,ruby,50
46,tiny-mushroom,sapphire,50
46,tiny-mushroom,emerald,50
46,tiny-mushroom,firered,50
46,tiny-mushroom,leafgreen,50
46,tiny-mushroom,diamond,50
46,tiny-mushroom,pearl,50
46,tiny-mushroom,platinum,50
46,tiny-mushroom,heartgold,50
46,tiny-mushroom,soulsilver,50
46,tiny-mushroom,black,50
46,tiny-mushroom,white,50
46,tiny-mushroom,black-2,50
46,tiny-mushroom,white-2,50
46,tiny-mushroom,x,50
46,tiny-mushroom,y,50
46,tiny-mushroom,omega-ruby,50
46,tiny-mushroom,alpha-sapphire,50
46,tiny-mushroom,sun,50
46,tiny-mushroom,moon,50
46,tiny-mushroom,ultra-sun,50
46,tiny-mushroom,ultra-moon,50
46,big-mushroom,ruby,5
46,big-mushroom,sapphire,5
46,big-mushroom,emerald,5
46,big-mushroom,firered,5
46,big-mushroom,leafgreen,5
46,big-mushroom,diamond,5
46,big-mushroom,pearl,5
46,big-mushroom,platinum,5
46,big-mushroom,heartgold,5
46,big-mushroom,soulsilver,5
46,big-mushroom,black,5
46,big-mushroom,white,5
46,big-mushroom,black-2,5
46,big-mushroom,white-2,5
46,big-mushroom,x,5
46,big-mushroom,y,5
46,big-mushroom,omega-ruby,5
46,big-mushroom,alpha-sapphire,5
46,big-mushroom,sun,5
46,big-mushroom,moon,5
46,big-mushroom,ultra-sun,5
46,big-mushroom,ultra-moon,5
46,balm-mushroom,black,1
46,balm-mushroom,white,1
46,balm-mushroom,black-2,1
46,balm-mushroom,white-2,1
47,tiny-mushroom,ruby,50
47,tiny-mushroom,sapphire,50
47,tiny-mushroom,emerald,50
47,tiny-mushroom,firered,50
47,tiny-mushroom,leafgreen,50
47,tiny-mushroom,diamond,50
47,tiny-mushroom,pearl,50
47,tiny-mushroom,platinum,50
47,tiny-mushroom,heartgold,50
47,tiny-mushroom,soulsilver,50
47,tiny-mushroom,black,50
47,tiny-mushroom,white,50
47,tiny-mushroom,black-2,50
47,tiny-mushroom,white-2,50
47,tiny-mushroom,x,50
47,tiny-mushroom,y,50
47,tiny-mushroom,omega-ruby,50
47,tiny-mushroom,alpha-sapphire,50
47,tiny-mushroom,sun,50
47,tiny-mushroom,moon,50
47,tiny-mushroom,ultra-sun,50
47,tiny-mushroom,ultra-moon,50
47,big-mushroom,ruby,5
47,big-mushroom,sapphire,5
47,big-mushroom,emerald,5
47,big-mushroom,firered,5
47,big-mushroom,leafgreen,5
47,big-mushroom,diamond,5
47,big-mushroom,pearl,5
47,big-mushroom,platinum,5
47,big-mushroom,heartgold,5
47,big-mushroom,soulsilver,5
47,big-mushroom,black,5
47,big-mushroom,white,5
47,big-mushroom,black-2,5
47,big-mushroom,white-2,5
47,big-mushroom,x,5
47,big-mushroom,y,5
47,big-mushroom,omega-ruby,5
47,big-mushroom,alpha-sapphire,5
47,big-mushroom,sun,5
47,big-mushroom,moon,5
47,big-mushroom,ultra-sun,5
47,big-mushroom,ultra-moon,5
47,balm-mushroom,black,1
47,balm-mushroom,white,1
47,balm-mushroom,black-2,1
47,balm-mushroom,white-2,1
49,silver-powder,firered,5
49,silver-powder,leafgreen,5
49,shed-shell,diamond,5
49,shed-shell,pearl,5
49,shed-shell,platinum,5
49,shed-shell,heartgold,5
49,shed-shell,soulsilver,5
49,shed-shell,black,5
49,shed-shell,white,5
49,shed-shell,black-2,5
49,shed-shell,white-2,5
49,shed-shell,x,5
49,shed-shell,y,5
49,shed-shell,omega-ruby,5
49,shed-shell,alpha-sapphire,5
49,shed-shell,sun,5
49,shed-shell,moon,5
49,shed-shell,ultra-sun,5
49,shed-shell,ultra-moon,5
50,soft-sand,diamond,5
50,soft-sand,pearl,5
50,soft-sand,platinum,5
50,soft-sand,heartgold,5
50,soft-sand,soulsilver,5
50,soft-sand,black,5
50,soft-sand,white,5
50,soft-sand,black-2,5
50,soft-sand,white-2,5
50,soft-sand,x,5
50,soft-sand,y,5
50,soft-sand,omega-ruby,5
50,soft-sand,alpha-sapphire,5
50,soft-sand,sun,5
50,soft-sand,moon,5
50,soft-sand,ultra-sun,5
50,soft-sand,ultra-moon,5
51,soft-sand,diamond,5
51,soft-sand,pearl,5
51,soft-sand,platinum,5
51,soft-sand,heartgold,5
51,soft-sand,soulsilver,5
51,soft-sand,black,5
51,soft-sand,white,5
51,soft-sand,black-2,5
51,soft-sand,white-2,5
51,soft-sand,x,5
51,soft-sand,y,5
51,soft-sand,omega-ruby,5
51,soft-sand,alpha-sapphire,5
51,soft-sand,sun,5
51,soft-sand,moon,5
51,soft-sand,ultra-sun,5
51,soft-sand,ultra-moon,5
52,nugget,firered,5
52,nugget,leafgreen,5
52,quick-claw,diamond,5
52,quick-claw,pearl,5
52,quick-claw,platinum,5
52,quick-claw,heartgold,5
52,quick-claw,soulsilver,5
52,quick-claw,black,5
52,quick-claw,white,5
52,quick-claw,black-2,5
52,quick-claw,white-2,5
52,quick-claw,x,5
52,quick-claw,y,5
52,quick-claw,omega-ruby,5
52,quick-claw,alpha-sapphire,5
52,quick-claw,sun,5
52,quick-claw,moon,5
52,quick-claw,ultra-sun,5
52,quick-claw,ultra-moon,5
53,quick-claw,diamond,5
53,quick-claw,pearl,5
53,quick-claw,platinum,5
53,quick-claw,heartgold,5
53,quick-claw,soulsilver,5
53,quick-claw,black,5
53,quick-claw,white,5
53,quick-claw,black-2,5
53,quick-claw,white-2,5
53,quick-claw,x,5
53,quick-claw,y,5
53,quick-claw,omega-ruby,5
53,quick-claw,alpha-sapphire,5
53,quick-claw,sun,5
53,quick-claw,moon,5
53,quick-claw,ultra-sun,5
53,quick-claw,ultra-moon,5
56,payapa-berry,diamond,5
56,payapa-berry,pearl,5
56,payapa-berry,platinum,5
56,payapa-berry,heartgold,5
56,payapa-berry,soulsilver,5
56,payapa-berry,black,5
56,payapa-berry,white,5
56,payapa-berry,black-2,5
56,payapa-berry,white-2,5
57,payapa-berry,diamond,5
57,payapa-berry,pearl,5
57,payapa-berry,platinum,5
57,payapa-berry,heartgold,5
57,payapa-berry,soulsilver,5
57,payapa-berry,black,5
57,payapa-berry,white,5
57,payapa-berry,black-2,5
57,payapa-berry,white-2,5
58,rawst-berry,ruby,100
58,rawst-berry,sapphire,100
58,rawst-berry,emerald,100
58,rawst-berry,firered,50
58,rawst-berry,leafgreen,50
58,rawst-berry,diamond,100
58,rawst-berry,pearl,100
58,rawst-berry,platinum,100
58,rawst-berry,heartgold,100
58,rawst-berry,soulsilver,100
58,rawst-berry,black,100
58,rawst-berry,white,100
58,rawst-berry,black-2,50
58,rawst-berry,white-2,50
59,rawst-berry,ruby,100
59,rawst-berry,sapphire,100
59,rawst-berry,emerald,100
59,rawst-berry,firered,50
59,rawst-berry,leafgreen,50
59,rawst-berry,diamond,100
59,rawst-berry,pearl,100
59,rawst-berry,platinum,100
59,rawst-berry,heartgold,100
59,rawst-berry,soulsilver,100
59,rawst-berry,black,100
59,rawst-berry,white,100
59,rawst-berry,black-2,50
59,rawst-berry,white-2,50
61,kings-rock,ruby,5
61,kings-rock,sapphire,5
61,kings-rock,emerald,5
61,kings-rock,diamond,5
61,kings-rock,pearl,5
61,kings-rock,platinum,5
61,kings-rock,heartgold,5
61,kings-rock,soulsilver,5
61,kings-rock,black,5
61,kings-rock,white,5
61,kings-rock,black-2,5
61,kings-rock,white-2,5
61,kings-rock,x,5
61,kings-rock,y,5
61,kings-rock,omega-ruby,5
61,kings-rock,alpha-sapphire,5
61,kings-rock,sun,5
61,kings-rock,moon,5
61,kings-rock,ultra-sun,5
61,kings-rock,ultra-moon,5
62,kings-rock,ruby,5
62,kings-rock,sapphire,5
62,kings-rock,emerald,5
62,kings-rock,diamond,5
62,kings-rock,pearl,5
62,kings-rock,platinum,5
62,kings-rock,heartgold,5
62,kings-rock,soulsilver,5
62,kings-rock,black,5
62,kings-rock,white,5
62,kings-rock,black-2,5
62,kings-rock,white-2,5
62,kings-rock,x,5
62,kings-rock,y,5
62,kings-rock,omega-ruby,5
62,kings-rock,alpha-sapphire,5
62,kings-rock,sun,5
62,kings-rock,moon,5
62,kings-rock,ultra-sun,5
62,kings-rock,ultra-moon,5
63,twisted-spoon,ruby,5
63,twisted-spoon,sapphire,5
63,twisted-spoon,emerald,5
63,twisted-spoon,firered,5
63,twisted-spoon,leafgreen,5
63,twisted-spoon,diamond,5
63,twisted-spoon,pearl,5
63,twisted-spoon,platinum,5
63,twisted-spoon,heartgold,5
63,twisted-spoon,soulsilver,5
63,twisted-spoon,black,5
63,twisted-spoon,white,5
63,twisted-spoon,black-2,5
63,twisted-spoon,white-2,5
63,twisted-spoon,x,5
63,twisted-spoon,y,5
63,twisted-spoon,omega-ruby,5
63,twisted-spoon,alpha-sapphire,5
63,twisted-spoon,sun,5
63,twisted-spoon,moon,5
63,twisted-spoon,ultra-sun,5
63,twisted-spoon,ultra-moon,5
64,twisted-spoon,ruby,5
64,twisted-spoon,sapphire,5
64,twisted-spoon,emerald,5
64,twisted-spoon,firered,5
64,twisted-spoon,leafgreen,5
64,twisted-spoon,diamond,5
64,twisted-spoon,pearl,5
64,twisted-spoon,platinum,5
64,twisted-spoon,heartgold,5
64,twisted-spoon,soulsilver,5
64,twisted-spoon,black,5
64,twisted-spoon,white,5
64,twisted-spoon,black-2,5
64,twisted-spoon,white-2,5
64,twisted-spoon,x,5
64,twisted-spoon,y,5
64,twisted-spoon,omega-ruby,5
64,twisted-spoon,alpha-sapphire,5
64,twisted-spoon,sun,5
64,twisted-spoon,moon,5
64,twisted-spoon,ultra-sun,5
64,twisted-spoon,ultra-moon,5
65,twisted-spoon,ruby,5
65,twisted-spoon,sapphire,5
65,twisted-spoon,emerald,5
65,twisted-spoon,firered,5
65,twisted-spoon,leafgreen,5
65,twisted-spoon,diamond,5
65,twisted-spoon,pearl,5
65,twisted-spoon,platinum,5
65,twisted-spoon,heartgold,5
65,twisted-spoon,soulsilver,5
65,twisted-spoon,black,5
65,twisted-spoon,white,5
65,twisted-spoon,black-2,5
65,twisted-spoon,white-2,5
65,twisted-spoon,x,5
65,twisted-spoon,y,5
65,twisted-spoon,omega-ruby,5
65,twisted-spoon,alpha-sapphire,5
65,twisted-spoon,sun,5
65,twisted-spoon,moon,5
65,twisted-spoon,ultra-sun,5
65,twisted-spoon,ultra-moon,5
66,focus-band,omega-ruby,5
66,focus-band,alpha-sapphire,5
66,focus-band,sun,5
66,focus-band,moon,5
66,focus-band,ultra-sun,5
66,focus-band,ultra-moon,5
67,focus-band,firered,5
67,focus-band,leafgreen,5
67,focus-band,omega-ruby,5
67,focus-band,alpha-sapphire,5
67,focus-band,sun,5
67,focus-band,moon,5
67,focus-band,ultra-sun,5
67,focus-band,ultra-moon,5
68,focus-band,firered,5
68,focus-band,leafgreen,5
68,focus-band,omega-ruby,5
68,focus-band,alpha-sapphire,5
68,focus-band,sun,5
68,focus-band,moon,5
68,focus-band,ultra-sun,5
68,focus-band,ultra-moon,5
72,poison-barb,diamond,5
72,poison-barb,pearl,5
72,poison-barb,platinum,5
72,poison-barb,heartgold,5
72,poison-barb,soulsilver,5
72,poison-barb,black,5
72,poison-barb,white,5
72,poison-barb,black-2,5
72,poison-barb,white-2,5
72,poison-barb,x,5
72,poison-barb,y,5
72,poison-barb,omega-ruby,5
72,poison-barb,alpha-sapphire,5
72,poison-barb,sun,5
72,poison-barb,moon,5
72,poison-barb,ultra-sun,5
72,poison-barb,ultra-moon,5
73,poison-barb,diamond,5
73,poison-barb,pearl,5
73,poison-barb,platinum,5
73,poison-barb,heartgold,5
73,poison-barb,soulsilver,5
73,poison-barb,black,5
73,poison-barb,white,5
73,poison-barb,black-2,5
73,poison-barb,white-2,5
73,poison-barb,x,5
73,poison-barb,y,5
73,poison-barb,omega-ruby,5
73,poison-barb,alpha-sapphire,5
73,poison-barb,sun,5
73,poison-barb,moon,5
73,poison-barb,ultra-sun,5
73,poison-barb,ultra-moon,5
74,everstone,ruby,5
74,everstone,sapphire,5
74,everstone,emerald,5
74,everstone,diamond,5
74,everstone,pearl,5
74,everstone,platinum,5
74,everstone,heartgold,5
74,everstone,soulsilver,5
74,everstone,black,5
74,everstone,white,5
74,everstone,black-2,5
74,everstone,white-2,5
74,everstone,x,5
74,everstone,y,5
74,everstone,omega-ruby,5
74,everstone,alpha-sapphire,5
74,everstone,sun,5
74,everstone,moon,5
74,everstone,ultra-sun,5
74,everstone,ultra-moon,5
75,everstone,ruby,5
75,everstone,sapphire,5
75,everstone,emerald,5
75,everstone,diamond,5
75,everstone,pearl,5
75,everstone,platinum,5
75,everstone,heartgold,5
75,everstone,soulsilver,5
75,everstone,black,5
75,everstone,white,5
75,everstone,black-2,5
75,everstone,white-2,5
75,everstone,x,5
75,everstone,y,5
75,everstone,omega-ruby,5
75,everstone,alpha-sapphire,5
75,everstone,sun,5
75,everstone,moon,5
75,everstone,ultra-sun,5
75,everstone,ultra-moon,5
75,hard-stone,firered,5
75,hard-stone,leafgreen,5
76,everstone,ruby,5
76,everstone,sapphire,5
76,everstone,emerald,5
76,everstone,diamond,5
76,everstone,pearl,5
76,everstone,platinum,5
76,everstone,heartgold,5
76,everstone,soulsilver,5
76,everstone,black,5
76,everstone,white,5
76,everstone,black-2,5
76,everstone,white-2,5
76,everstone,x,5
76,everstone,y,5
76,everstone,omega-ruby,5
76,everstone,alpha-sapphire,5
76,everstone,sun,5
76,everstone,moon,5
76,everstone,ultra-sun,5
76,everstone,ultra-moon,5
76,hard-stone,firered,5
76,hard-stone,leafgreen,5
77,shuca-berry,diamond,5
77,shuca-berry,pearl,5
77,shuca-berry,platinum,5
77,shuca-berry,heartgold,5
77,shuca-berry,soulsilver,5
77,shuca-berry,black,5
77,shuca-berry,white,5
77,shuca-berry,black-2,5
77,shuca-berry,white-2,5
78,shuca-berry,diamond,5
78,shuca-berry,pearl,5
78,shuca-berry,platinum,5
78,shuca-berry,heartgold,5
78,shuca-berry,soulsilver,5
78,shuca-berry,black,5
78,shuca-berry,white,5
78,shuca-berry,black-2,5
78,shuca-berry,white-2,5
79,kings-rock,ruby,5
79,kings-rock,sapphire,5
79,kings-rock,emerald,5
79,lagging-tail,diamond,5
79,lagging-tail,pearl,5
79,lagging-tail,platinum,5
79,lagging-tail,heartgold,5
79,lagging-tail,soulsilver,5
79,lagging-tail,black,5
79,lagging-tail,white,5
79,lagging-tail,black-2,5
79,lagging-tail,white-2,5
79,lagging-tail,x,5
79,lagging-tail,y,5
79,lagging-tail,omega-ruby,5
79,lagging-tail,alpha-sapphire,5
79,lagging-tail,sun,5
79,lagging-tail,moon,5
79,lagging-tail,ultra-sun,5
79,lagging-tail,ultra-moon,5
80,kings-rock,ruby,5
80,kings-rock,sapphire,5
80,kings-rock,emerald,5
80,kings-rock,diamond,5
80,kings-rock,pearl,5
80,kings-rock,platinum,5
80,kings-rock,heartgold,5
80,kings-rock,soulsilver,5
80,kings-rock,black,5
80,kings-rock,white,5
80,kings-rock,black-2,5
80,kings-rock,white-2,5
80,kings-rock,x,5
80,kings-rock,y,5
80,kings-rock,omega-ruby,5
80,kings-rock,alpha-sapphire,5
80,kings-rock,sun,5
80,kings-rock,moon,5
80,kings-rock,ultra-sun,5
80,kings-rock,ultra-moon,5
81,metal-coat,ruby,5
81,metal-coat,sapphire,5
81,metal-coat,emerald,5
81,metal-coat,diamond,5
81,metal-coat,pearl,5
81,metal-coat,platinum,5
81,metal-coat,heartgold,5
81,metal-coat,soulsilver,5
81,metal-coat,black,5
81,metal-coat,white,5
81,metal-coat,black-2,5
81,metal-coat,white-2,5
81,metal-coat,x,5
81,metal-coat,y,5
81,metal-coat,omega-ruby,5
81,metal-coat,alpha-sapphire,5
81,metal-coat,sun,5
81,metal-coat,moon,5
81,metal-coat,ultra-sun,5
81,metal-coat,ultra-moon,5
82,metal-coat,ruby,5
82,metal-coat,sapphire,5
82,metal-coat,emerald,5
82,metal-coat,diamond,5
82,metal-coat,pearl,5
82,metal-coat,platinum,5
82,metal-coat,heartgold,5
82,metal-coat,soulsilver,5
82,metal-coat,black,5
82,metal-coat,white,5
82,metal-coat,black-2,5
82,metal-coat,white-2,5
82,metal-coat,x,5
82,metal-coat,y,5
82,metal-coat,omega-ruby,5
82,metal-coat,alpha-sapphire,5
82,metal-coat,sun,5
82,metal-coat,moon,5
82,metal-coat,ultra-sun,5
82,metal-coat,ultra-moon,5
82,magnet,firered,5
82,magnet,leafgreen,5
83,stick,ruby,5
83,stick,sapphire,5
83,stick,emerald,5
83,stick,firered,5
83,stick,leafgreen,5
83,stick,diamond,5
83,stick,pearl,5
83,stick,platinum,5
83,stick,heartgold,5
83,stick,soulsilver,5
83,stick,black,5
83,stick,white,5
83,stick,black-2,5
83,stick,white-2,5
83,stick,x,5
83,stick,y,5
83,stick,omega-ruby,5
83,stick,alpha-sapphire,5
83,stick,sun,5
83,stick,moon,5
83,stick,ultra-sun,5
83,stick,ultra-moon,5
84,sharp-beak,ruby,5
84,sharp-beak,sapphire,5
84,sharp-beak,emerald,5
84,sharp-beak,diamond,5
84,sharp-beak,pearl,5
84,sharp-beak,platinum,5
84,sharp-beak,heartgold,5
84,sharp-beak,soulsilver,5
84,sharp-beak,black,5
84,sharp-beak,white,5
84,sharp-beak,black-2,5
84,sharp-beak,white-2,5
84,sharp-beak,x,5
84,sharp-beak,y,5
84,sharp-beak,omega-ruby,5
84,sharp-beak,alpha-sapphire,5
84,sharp-beak,sun,5
84,sharp-beak,moon,5
84,sharp-beak,ultra-sun,5
84,sharp-beak,ultra-moon,5
85,sharp-beak,ruby,5
85,sharp-beak,sapphire,5
85,sharp-beak,emerald,5
85,sharp-beak,firered,5
85,sharp-beak,leafgreen,5
85,sharp-beak,diamond,5
85,sharp-beak,pearl,5
85,sharp-beak,platinum,5
85,sharp-beak,heartgold,5
85,sharp-beak,soulsilver,5
85,sharp-beak,black,5
85,sharp-beak,white,5
85,sharp-beak,black-2,5
85,sharp-beak,white-2,5
85,sharp-beak,x,5
85,sharp-beak,y,5
85,sharp-beak,omega-ruby,5
85,sharp-beak,alpha-sapphire,5
85,sharp-beak,sun,5
85,sharp-beak,moon,5
85,sharp-beak,ultra-sun,5
85,sharp-beak,ultra-moon,5
86,aspear-berry,firered,50
86,aspear-berry,leafgreen,50
87,aspear-berry,firered,50
87,aspear-berry,leafgreen,50
87,never-melt-ice,firered,5
87,never-melt-ice,leafgreen,5
