"unique_id","pokemon_id","name","is_legendary","is_mythical","evolves_from_species","evolution_chain_url","generation"
49,49,"venomoth",False,False,"venonat","https://pokeapi.co/api/v2/evolution-chain/20/","generation-i"
50,50,"diglett",False,False,"","https://pokeapi.co/api/v2/evolution-chain/21/","generation-i"
51,51,"dugtrio",False,False,"diglett","https://pokeapi.co/api/v2/evolution-chain/21/","generation-i"
52,52,"meowth",False,False,"","https://pokeapi.co/api/v2/evolution-chain/22/","generation-i"
53,53,"persian",False,False,"meowth","https://pokeapi.co/api/v2/evolution-chain/22/","generation-i"
54,54,"psyduck",False,False,"","https://pokeapi.co/api/v2/evolution-chain/23/","generation-i"
55,55,"golduck",False,False,"psyduck","https://pokeapi.co/api/v2/evolution-chain/23/","generation-i"
56,56,"mankey",False,False,"","https://pokeapi.co/api/v2/evolution-chain/24/","generation-i"
57,57,"primeape",False,False,"mankey","https://pokeapi.co/api/v2/evolution-chain/24/","generation-i"
58,58,"growlithe",False,False,"","https://pokeapi.co/api/v2/evolution-chain/25/","generation-i"
59,59,"arcanine",False,False,"growlithe","https://pokeapi.co/api/v2/evolution-chain/25/","generation-i"
60,60,"poliwag",False,False,"","https://pokeapi.co/api/v2/evolution-chain/26/","generation-i"
61,61,"poliwhirl",False,False,"poliwag","https://pokeapi.co/api/v2/evolution-chain/26/","generation-i"
62,62,"poliwrath",False,False,"poliwhirl","https://pokeapi.co/api/v2/evolution-chain/26/","generation-i"
63,63,"abra",False,False,"","https://pokeapi.co/api/v2/evolution-chain/27/","generation-i"
64,64,"kadabra",False,False,"abra","https://pokeapi.co/api/v2/evolution-chain/27/","generation-i"
65,65,"alakazam",False,False,"kadabra","https://pokeapi.co/api/v2/evolution-chain/27/","generation-i"
66,66,"machop",False,False,"","https://pokeapi.co/api/v2/evolution-chain/28/","generation-i"
67,67,"machoke",False,False,"machop","https://pokeapi.co/api/v2/evolution-chain/28/","generation-i"
68,68,"machamp",False,False,"machoke","https://pokeapi.co/api/v2/evolution-chain/28/","generation-i"
69,69,"bellsprout",False,False,"","https://pokeapi.co/api/v2/evolution-chain/29/","generation-i"
70,70,"weepinbell",False,False,"bellsprout","https://pokeapi.co/api/v2/evolution-chain/29/","generation-i"
71,71,"victreebel",False,False,"weepinbell","https://pokeapi.co/api/v2/evolution-chain/29/","generation-i"
72,72,"tentacool",False,False,"","https://pokeapi.co/api/v2/evolution-chain/30/","generation-i"
73,73,"tentacruel",False,False,"tentacool","https://pokeapi.co/api/v2/evolution-chain/30/","generation-i"
74,74,"geodude",False,False,"","https://pokeapi.co/api/v2/evolution-chain/31/","generation-i"
75,75,"graveler",False,False,"geodude","https://pokeapi.co/api/v2/evolution-chain/31/","generation-i"
76,76,"golem",False,False,"graveler","https://pokeapi.co/api/v2/evolution-chain/31/","generation-i"
77,77,"ponyta",False,False,"","https://pokeapi.co/api/v2/evolution-chain/32/","generation-i"
78,78,"rapidash",False,False,"ponyta","https://pokeapi.co/api/v2/evolution-chain/32/","generation-i"
79,79,"slowpoke",False,False,"","https://pokeapi.co/api/v2/evolution-chain/33/","generation-i"
80,80,"slowbro",False,False,"slowpoke","https://pokeapi.co/api/v2/evolution-chain/33/","generation-i"
81,81,"magnemite",False,False,"","https://pokeapi.co/api/v2/evolution-chain/34/","generation-i"
82,82,"magneton",False,False,"magnemite","https://pokeapi.co/api/v2/evolution-chain/34/","generation-i"
83,83,"farfetchd",False,False,"","https://pokeapi.co/api/v2/evolution-chain/35/","generation-i"
84,84,"doduo",False,False,"","https://pokeapi.co/api/v2/evolution-chain/36/","generation-i"
85,85,"dodrio",False,False,"doduo","https://pokeapi.co/api/v2/evolution-chain/36/","generation-i"
86,86,"seel",False,False,"","https://pokeapi.co/api/v2/evolution-chain/37/","generation-i"
87,87,"dewgong",False,False,"seel","https://pokeapi.co/api/v2/evolution-chain/37/","generation-i"
88,88,"grimer",False,False,"","https://pokeapi.co/api/v2/evolution-chain/38/","generation-i"
89,89,"muk",False,False,"grimer","https://pokeapi.co/api/v2/evolution-chain/38/","generation-i"
90,90,"shellder",False,False,"","https://pokeapi.co/api/v2/evolution-chain/39/","generation-i"
91,91,"cloyster",False,False,"shellder","https://pokeapi.co/api/v2/evolution-chain/39/","generation-i"
92,92,"gastly",False,False,"","https://pokeapi.co/api/v2/evolution-chain/40/","generation-i"
93,93,"haunter",False,False,"gastly","https://pokeapi.co/api/v2/evolution-chain/40/","generation-i"
94,94,"gengar",False,False,"haunter","https://pokeapi.co/api/v2/evolution-chain/40/","generation-i"
95,95,"onix",False,False,"","https://pokeapi.co/api/v2/evolution-chain/41/","generation-i"
96,96,"drowzee",False,False,"","https://pokeapi.co/api/v2/evolution-chain/42/","generation-i"
97,97,"hypno",False,False,"drowzee","https://pokeapi.co/api/v2/evolution-chain/42/","generation-i"
98,98,"krabby",False,False,"","https://pokeapi.co/api/v2/evolution-chain/43/","generation-i"
99,99,"kingler",False,False,"krabby","https://pokeapi.co/api/v2/evolution-chain/43/","generation-i"
100,100,"voltorb",False,False,"","https://pokeapi.co/api/v2/evolution-chain/44/","generation-i"
101,101,"electrode",False,False,"voltorb","https://pokeapi.co/api/v2/evolution-chain/44/","generation-i"
102,102,"exeggcute",False,False,"","https://pokeapi.co/api/v2/evolution-chain/45/","generation-i"
103,103,"exeggutor",False,False,"exeggcute","https://pokeapi.co/api/v2/evolution-chain/45/","generation-i"
104,104,"cubone",False,False,"","https://pokeapi.co/api/v2/evolution-chain/46/","generation-i"
105,105,"marowak",False,False,"cubone","https://pokeapi.co/api/v2/evolution-chain/46/","generation-i"
106,106,"hitmonlee",False,False,"tyrogue","https://pokeapi.co/api/v2/evolution-chain/47/","generation-i"
107,107,"hitmonchan",False,False,"tyrogue","https://pokeapi.co/api/v2/evolution-chain/47/","generation-i"
108,108,"lickitung",False,False,"","https://pokeapi.co/api/v2/evolution-chain/48/","generation-i"
109,109,"koffing",False,False,"","https://pokeapi.co/api/v2/evolution-chain/49/","generation-i"
110,110,"weezing",False,False,"koffing","https://pokeapi.co/api/v2/evolution-chain/49/","generation-i"
111,111,"rhyhorn",False,False,"","https://pokeapi.co/api/v2/evolution-chain/50/","generation-i"
112,112,"rhydon",False,False,"rhyhorn","https://pokeapi.co/api/v2/evolution-chain/50/","generation-i"
113,113,"chansey",False,False,"happiny","https://pokeapi.co/api/v2/evolution-chain/51/","generation-i"
114,114,"tangela",False,False,"","https://pokeapi.co/api/v2/evolution-chain/52/","generation-i"
115,115,"kangaskhan",False,False,"","https://pokeapi.co/api/v2/evolution-chain/53/","generation-i"
116,116,"horsea",False,False,"","https://pokeapi.co/api/v2/evolution-chain/54/","generation-i"
117,117,"seadra",False,False,"horsea","https://pokeapi.co/api/v2/evolution-chain/54/","generation-i"
118,118,"goldeen",False,False,"","https://pokeapi.co/api/v2/evolution-chain/55/","generation-i"
119,119,"seaking",False,False,"goldeen","https://pokeapi.co/api/v2/evolution-chain/55/","generation-i"
120,120,"staryu",False,False,"","https://pokeapi.co/api/v2/evolution-chain/56/","generation-i"
121,121,"starmie",False,False,"staryu","https://pokeapi.co/api/v2/evolution-chain/56/","generation-i"
122,122,"mr-mime",False,False,"mime-jr","https://pokeapi.co/api/v2/evolution-chain/57/","generation-i"
123,123,"scyther",False,False,"","https://pokeapi.co/api/v2/evolution-chain/58/","generation-i"
124,124,"jynx",False,False,"smoochum","https://pokeapi.co/api/v2/evolution-chain/59/","generation-i"
125,125,"electabuzz",False,False,"elekid","https://pokeapi.co/api/v2/evolution-chain/60/","generation-i"
126,126,"magmar",False,False,"magby","https://pokeapi.co/api/v2/evolution-chain/61/","generation-i"
127,127,"pinsir",False,False,"","https://pokeapi.co/api/v2/evolution-chain/62/","generation-i"
128,128,"tauros",False,False,"","https://pokeapi.co/api/v2/evolution-chain/63/","generation-i"
129,129,"magikarp",False,False,"","https://pokeapi.co/api/v2/evolution-chain/64/","generation-i"
130,130,"gyarados",False,False,"magikarp","https://pokeapi.co/api/v2/evolution-chain/64/","generation-i"
131,131,"lapras",False,False,"","https://pokeapi.co/api/v2/evolution-chain/65/","generation-i"
132,132,"ditto",False,False,"","https://pokeapi.co/api/v2/evolution-chain/66/","generation-i"
133,133,"eevee",False,False,"","https://pokeapi.co/api/v2/evolution-chain/67/","generation-i"
134,134,"vaporeon",False,False,"eevee","https://pokeapi.co/api/v2/evolution-chain/67/","generation-i"
135,135,"jolteon",False,False,"eevee","https://pokeapi.co/api/v2/evolution-chain/67/","generation-i"
136,136,"flareon",False,False,"eevee","https://pokeapi.co/api/v2/evolution-chain/67/","generation-i"
137,137,"porygon",False,False,"","https://pokeapi.co/api/v2/evolution-chain/68/","generation-i"
138,138,"omanyte",False,False,"","https://pokeapi.co/api/v2/evolution-chain/69/","generation-i"
139,139,"omastar",False,False,"omanyte","https://pokeapi.co/api/v2/evolution-chain/69/","generation-i"
140,140,"kabuto",False,False,"","https://pokeapi.co/api/v2/evolution-chain/70/","generation-i"
141,141,"kabutops",False,False,"kabuto","https://pokeapi.co/api/v2/evolution-chain/70/","generation-i"
142,142,"aerodactyl",False,False,"","https://pokeapi.co/api/v2/evolution-chain/71/","generation-i"
143,143,"snorlax",False,False,"munchlax","https://pokeapi.co/api/v2/evolution-chain/72/","generation-i"
144,144,"articuno",True,False,"","https://pokeapi.co/api/v2/evolution-chain/73/","generation-i"
145,145,"zapdos",True,False,"","https://pokeapi.co/api/v2/evolution-chain/74/","generation-i"
146,146,"moltres",True,False,"","https://pokeapi.co/api/v2/evolution-chain/75/","generation-i"
147,147,"dratini",False,False,"","https://pokeapi.co/api/v2/evolution-chain/76/","generation-i"
148,148,"dragonair",False,False,"dratini","https://pokeapi.co/api/v2/evolution-chain/76/","generation-i"
149,149,"dragonite",False,False,"dragonair","https://pokeapi.co/api/v2/evolution-chain/76/","generation-i"
150,150,"mewtwo",True,False,"","https://pokeapi.co/api/v2/evolution-chain/77/","generation-i"
151,151,"mew",False,True,"","https://pokeapi.co/api/v2/evolution-chain/78/","generation-i"
152,152,"chikorita",False,False,"","https://pokeapi.co/api/v2/evolution-chain/79/","generation-ii"
153,153,"bayleef",False,False,"chikorita","https://pokeapi.co/api/v2/evolution-chain/79/","generation-ii"
154,154,"meganium",False,False,"bayleef","https://pokeapi.co/api/v2/evolution-chain/79/","generation-ii"
155,155,"cyndaquil",False,False,"","https://pokeapi.co/api/v2/evolution-chain/80/","generation-ii"
156,156,"quilava",False,False,"cyndaquil","https://pokeapi.co/api/v2/evolution-chain/80/","generation-ii"
157,157,"typhlosion",False,False,"quilava","https://pokeapi.co/api/v2/evolution-chain/80/","generation-ii"
158,158,"totodile",False,False,"","https://pokeapi.co/api/v2/evolution-chain/81/","generation-ii"
159,159,"croconaw",False,False,"totodile","https://pokeapi.co/api/v2/evolution-chain/81/","generation-ii"
160,160,"feraligatr",False,False,"croconaw","https://pokeapi.co/api/v2/evolution-chain/81/","generation-ii"
161,161,"sentret",False,False,"","https://pokeapi.co/api/v2/evolution-chain/82/","generation-ii"
162,162,"furret",False,False,"sentret","https://pokeapi.co/api/v2/evolution-chain/82/","generation-ii"
163,163,"hoothoot",False,False,"","https://pokeapi.co/api/v2/evolution-chain/83/","generation-ii"
164,164,"noctowl",False,False,"hoothoot","https://pokeapi.co/api/v2/evolution-chain/83/","generation-ii"
165,165,"ledyba",False,False,"","https://pokeapi.co/api/v2/evolution-chain/84/","generation-ii"
166,166,"ledian",False,False,"ledyba","https://pokeapi.co/api/v2/evolution-chain/84/","generation-ii"
167,167,"spinarak",False,False,"","https://pokeapi.co/api/v2/evolution-chain/85/","generation-ii"
168,168,"ariados",False,False,"spinarak","https://pokeapi.co/api/v2/evolution-chain/85/","generation-ii"
169,169,"crobat",False,False,"golbat","https://pokeapi.co/api/v2/evolution-chain/17/","generation-ii"
170,170,"chinchou",False,False,"","https://pokeapi.co/api/v2/evolution-chain/86/","generation-ii"
171,171,"lanturn",False,False,"chinchou","https://pokeapi.co/api/v2/evolution-chain/86/","generation-ii"
172,172,"pichu",False,False,"","https://pokeapi.co/api/v2/evolution-chain/10/","generation-ii"
173,173,"cleffa",False,False,"","https://pokeapi.co/api/v2/evolution-chain/14/","generation-ii"
174,174,"igglybuff",False,False,"","https://pokeapi.co/api/v2/evolution-chain/16/","generation-ii"
175,175,"togepi",False,False,"","https://pokeapi.co/api/v2/evolution-chain/87/","generation-ii"
176,176,"togetic",False,False,"togepi","https://pokeapi.co/api/v2/evolution-chain/87/","generation-ii"
177,177,"natu",False,False,"","https://pokeapi.co/api/v2/evolution-chain/88/","generation-ii"
178,178,"xatu",False,False,"natu","https://pokeapi.co/api/v2/evolution-chain/88/","generation-ii"
179,179,"mareep",False,False,"","https://pokeapi.co/api/v2/evolution-chain/89/","generation-ii"
180,180,"flaaffy",False,False,"mareep","https://pokeapi.co/api/v2/evolution-chain/89/","generation-ii"
181,181,"ampharos",False,False,"flaaffy","https://pokeapi.co/api/v2/evolution-chain/89/","generation-ii"
182,182,"bellossom",False,False,"gloom","https://pokeapi.co/api/v2/evolution-chain/18/","generation-ii"
183,183,"marill",False,False,"azurill","https://pokeapi.co/api/v2/evolution-chain/90/","generation-ii"
184,184,"azumarill",False,False,"marill","https://pokeapi.co/api/v2/evolution-chain/90/","generation-ii"
185,185,"sudowoodo",False,False,"bonsly","https://pokeapi.co/api/v2/evolution-chain/91/","generation-ii"
186,186,"politoed",False,False,"poliwhirl","https://pokeapi.co/api/v2/evolution-chain/26/","generation-ii"
187,187,"hoppip",False,False,"","https://pokeapi.co/api/v2/evolution-chain/92/","generation-ii"
188,188,"skiploom",False,False,"hoppip","https://pokeapi.co/api/v2/evolution-chain/92/","generation-ii"
189,189,"jumpluff",False,False,"skiploom","https://pokeapi.co/api/v2/evolution-chain/92/","generation-ii"
190,190,"aipom",False,False,"","https://pokeapi.co/api/v2/evolution-chain/93/","generation-ii"
191,191,"sunkern",False,False,"","https://pokeapi.co/api/v2/evolution-chain/94/","generation-ii"
192,192,"sunflora",False,False,"sunkern","https://pokeapi.co/api/v2/evolution-chain/94/","generation-ii"
193,193,"yanma",False,False,"","https://pokeapi.co/api/v2/evolution-chain/95/","generation-ii"
194,194,"wooper",False,False,"","https://pokeapi.co/api/v2/evolution-chain/96/","generation-ii"
195,195,"quagsire",False,False,"wooper","https://pokeapi.co/api/v2/evolution-chain/96/","generation-ii"
196,196,"espeon",False,False,"eevee","https://pokeapi.co/api/v2/evolution-chain/67/","generation-ii"
197,197,"umbreon",False,False,"eevee","https://pokeapi.co/api/v2/evolution-chain/67/","generation-ii"
198,198,"murkrow",False,False,"","https://pokeapi.co/api/v2/evolution-chain/97/","generation-ii"
199,199,"slowking",False,False,"slowpoke","https://pokeapi.co/api/v2/evolution-chain/33/","generation-ii"
200,200,"misdreavus",False,False,"","https://pokeapi.co/api/v2/evolution-chain/98/","generation-ii"
201,201,"unown",False,False,"","https://pokeapi.co/api/v2/evolution-chain/99/","generation-ii"
202,202,"wobbuffet",False,False,"wynaut","https://pokeapi.co/api/v2/evolution-chain/100/","generation-ii"
203,203,"girafarig",False,False,"","https://pokeapi.co/api/v2/evolution-chain/101/","generation-ii"
204,204,"pineco",False,False,"","https://pokeapi.co/api/v2/evolution-chain/102/","generation-ii"
205,205,"forretress",False,False,"pineco","https://pokeapi.co/api/v2/evolution-chain/102/","generation-ii"
206,206,"dunsparce",False,False,"","https://pokeapi.co/api/v2/evolution-chain/103/","generation-ii"
207,207,"gligar",False,False,"","https://pokeapi.co/api/v2/evolution-chain/104/","generation-ii"
208,208,"steelix",False,False,"onix","https://pokeapi.co/api/v2/evolution-chain/41/","generation-ii"
209,209,"snubbull",False,False,"","https://pokeapi.co/api/v2/evolution-chain/105/","generation-ii"
210,210,"granbull",False,False,"snubbull","https://pokeapi.co/api/v2/evolution-chain/105/","generation-ii"
211,211,"qwilfish",False,False,"","https://pokeapi.co/api/v2/evolution-chain/106/","generation-ii"
212,212,"scizor",False,False,"scyther","https://pokeapi.co/api/v2/evolution-chain/58/","generation-ii"
213,213,"shuckle",False,False,"","https://pokeapi.co/api/v2/evolution-chain/107/","generation-ii"
214,214,"heracross",False,False,"","https://pokeapi.co/api/v2/evolution-chain/108/","generation-ii"
215,215,"sneasel",False,False,"","https://pokeapi.co/api/v2/evolution-chain/109/","generation-ii"
216,216,"teddiursa",False,False,"","https://pokeapi.co/api/v2/evolution-chain/110/","generation-ii"
217,217,"ursaring",False,False,"teddiursa","https://pokeapi.co/api/v2/evolution-chain/110/","generation-ii"
218,218,"slugma",False,False,"","https://pokeapi.co/api/v2/evolution-chain/111/","generation-ii"
219,219,"magcargo",False,False,"slugma","https://pokeapi.co/api/v2/evolution-chain/111/","generation-ii"
220,220,"swinub",False,False,"","https://pokeapi.co/api/v2/evolution-chain/112/","generation-ii"
221,221,"piloswine",False,False,"swinub","https://pokeapi.co/api/v2/evolution-chain/112/","generation-ii"
222,222,"corsola",False,False,"","https://pokeapi.co/api/v2/evolution-chain/113/","generation-ii"
223,223,"remoraid",False,False,"","https://pokeapi.co/api/v2/evolution-chain/114/","generation-ii"
224,224,"octillery",False,False,"remoraid","https://pokeapi.co/api/v2/evolution-chain/114/","generation-ii"
225,225,"delibird",False,False,"","https://pokeapi.co/api/v2/evolution-chain/115/","generation-ii"
226,226,"mantine",False,False,"mantyke","https://pokeapi.co/api/v2/evolution-chain/116/","generation-ii"
227,227,"skarmory",False,False,"","https://pokeapi.co/api/v2/evolution-chain/117/","generation-ii"
228,228,"houndour",False,False,"","https://pokeapi.co/api/v2/evolution-chain/118/","generation-ii"
229,229,"houndoom",False,False,"houndour","https://pokeapi.co/api/v2/evolution-chain/118/","generation-ii"
230,230,"kingdra",False,False,"seadra","https://pokeapi.co/api/v2/evolution-chain/54/","generation-ii"
231,231,"phanpy",False,False,"","https://pokeapi.co/api/v2/evolution-chain/119/","generation-ii"
232,232,"donphan",False,False,"phanpy","https://pokeapi.co/api/v2/evolution-chain/119/","generation-ii"
233,233,"porygon2",False,False,"porygon","https://pokeapi.co/api/v2/evolution-chain/68/","generation-ii"
234,234,"stantler",False,False,"","https://pokeapi.co/api/v2/evolution-chain/120/","generation-ii"
235,235,"smeargle",False,False,"","https://pokeapi.co/api/v2/evolution-chain/121/","generation-ii"
236,236,"tyrogue",False,False,"","https://pokeapi.co/api/v2/evolution-chain/47/","generation-ii"
237,237,"hitmontop",False,False,"tyrogue","https://pokeapi.co/api/v2/evolution-chain/47/","generation-ii"
238,238,"smoochum",False,False,"","https://pokeapi.co/api/v2/evolution-chain/59/","generation-ii"
239,239,"elekid",False,False,"","https://pokeapi.co/api/v2/evolution-chain/60/","generation-ii"
240,240,"magby",False,False,"","https://pokeapi.co/api/v2/evolution-chain/61/","generation-ii"
241,241,"miltank",False,False,"","https://pokeapi.co/api/v2/evolution-chain/122/","generation-ii"
242,242,"blissey",False,False,"chansey","https://pokeapi.co/api/v2/evolution-chain/51/","generation-ii"
243,243,"raikou",True,False,"","https://pokeapi.co/api/v2/evolution-chain/123/","generation-ii"
244,244,"entei",True,False,"","https://pokeapi.co/api/v2/evolution-chain/124/","generation-ii"
245,245,"suicune",True,False,"","https://pokeapi.co/api/v2/evolution-chain/125/","generation-ii"
246,246,"larvitar",False,False,"","https://pokeapi.co/api/v2/evolution-chain/126/","generation-ii"
247,247,"pupitar",False,False,"larvitar","https://pokeapi.co/api/v2/evolution-chain/126/","generation-ii"
248,248,"tyranitar",False,False,"pupitar","https://pokeapi.co/api/v2/evolution-chain/126/","generation-ii"
249,249,"lugia",True,False,"","https://pokeapi.co/api/v2/evolution-chain/127/","generation-ii"
250,250,"ho-oh",True,False,"","https://pokeapi.co/api/v2/evolution-chain/128/","generation-ii"
251,251,"celebi",False,True,"","https://pokeapi.co/api/v2/evolution-chain/129/","generation-ii"
252,252,"treecko",False,False,"","https://pokeapi.co/api/v2/evolution-chain/130/","generation-iii"
253,253,"grovyle",False,False,"treecko","https://pokeapi.co/api/v2/evolution-chain/130/","generation-iii"
254,254,"sceptile",False,False,"grovyle","https://pokeapi.co/api/v2/evolution-chain/130/","generation-iii"
255,255,"torchic",False,False,"","https://pokeapi.co/api/v2/evolution-chain/131/","generation-iii"
256,256,"combusken",False,False,"torchic","https://pokeapi.co/api/v2/evolution-chain/131/","generation-iii"
257,257,"blaziken",False,False,"combusken","https://pokeapi.co/api/v2/evolution-chain/131/","generation-iii"
258,258,"mudkip",False,False,"","https://pokeapi.co/api/v2/evolution-chain/132/","generation-iii"
259,259,"marshtomp",False,False,"mudkip","https://pokeapi.co/api/v2/evolution-chain/132/","generation-iii"
260,260,"swampert",False,False,"marshtomp","https://pokeapi.co/api/v2/evolution-chain/132/","generation-iii"
261,261,"poochyena",False,False,"","https://pokeapi.co/api/v2/evolution-chain/133/","generation-iii"
262,262,"mightyena",False,False,"poochyena","https://pokeapi.co/api/v2/evolution-chain/133/","generation-iii"
263,263,"zigzagoon",False,False,"","https://pokeapi.co/api/v2/evolution-chain/134/","generation-iii"
264,264,"linoone",False,False,"zigzagoon","https://pokeapi.co/api/v2/evolution-chain/134/","generation-iii"
265,265,"wurmple",False,False,"","https://pokeapi.co/api/v2/evolution-chain/135/","generation-iii"
266,266,"silcoon",False,False,"wurmple","https://pokeapi.co/api/v2/evolution-chain/135/","generation-iii"
267,267,"beautifly",False,False,"silcoon","https://pokeapi.co/api/v2/evolution-chain/135/","generation-iii"
268,268,"cascoon",False,False,"wurmple","https://pokeapi.co/api/v2/evolution-chain/135/","generation-iii"
269,269,"dustox",False,False,"cascoon","https://pokeapi.co/api/v2/evolution-chain/135/","generation-iii"
270,270,"lotad",False,False,"","https://pokeapi.co/api/v2/evolution-chain/136/","generation-iii"
271,271,"lombre",False,False,"lotad","https://pokeapi.co/api/v2/evolution-chain/136/","generation-iii"
272,272,"ludicolo",False,False,"lombre","https://pokeapi.co/api/v2/evolution-chain/136/","generation-iii"
273,273,"seedot",False,False,"","https://pokeapi.co/api/v2/evolution-chain/137/","generation-iii"
274,274,"nuzleaf",False,False,"seedot","https://pokeapi.co/api/v2/evolution-chain/137/","generation-iii"
275,275,"shiftry",False,False,"nuzleaf","https://pokeapi.co/api/v2/evolution-chain/137/","generation-iii"
276,276,"taillow",False,False,"","https://pokeapi.co/api/v2/evolution-chain/138/","generation-iii"
277,277,"swellow",False,False,"taillow","https://pokeapi.co/api/v2/evolution-chain/138/","generation-iii"
278,278,"wingull",False,False,"","https://pokeapi.co/api/v2/evolution-chain/139/","generation-iii"
279,279,"pelipper",False,False,"wingull","https://pokeapi.co/api/v2/evolution-chain/139/","generation-iii"
280,280,"ralts",False,False,"","https://pokeapi.co/api/v2/evolution-chain/140/","generation-iii"
281,281,"kirlia",False,False,"ralts","https://pokeapi.co/api/v2/evolution-chain/140/","generation-iii"
282,282,"gardevoir",False,False,"kirlia","https://pokeapi.co/api/v2/evolution-chain/140/","generation-iii"
